success,created,id,errors
True,False,003Ps00000frjINIAY,[]
False,True,,"[{'statusCode': 'INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST', 'message': 'bad value for restricted picklist field: Priest - Extern', 'fields': ['mbfc__Ecclesial_Status__c']}]"
True,False,003Ps00000frjIOIAY,[]
True,False,003Ps00000frjIPIAY,[]
True,False,003Ps00000frjIQIAY,[]
True,False,003Ps00000frjIRIAY,[]
True,False,003Ps00000frjISIAY,[]
True,False,003Ps00000frjITIAY,[]
True,False,003Ps00000frjIUIAY,[]
True,False,003Ps00000frjIVIAY,[]
True,False,003Ps00000frjIWIAY,[]
True,False,003Ps00000frjIXIAY,[]
True,False,003Ps00000frjIYIAY,[]
False,True,,"[{'statusCode': 'INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST', 'message': 'bad value for restricted picklist field: Priest - Extern', 'fields': ['mbfc__Ecclesial_Status__c']}]"
True,False,003Ps00000frjIZIAY,[]
True,False,003Ps00000frjIaIAI,[]
True,False,003Ps00000frjIbIAI,[]
True,False,003Ps00000frjIcIAI,[]
True,False,003Ps00000frjIdIAI,[]
True,False,003Ps00000frjIeIAI,[]
False,True,,"[{'statusCode': 'INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST', 'message': 'bad value for restricted picklist field: Priest - Extern', 'fields': ['mbfc__Ecclesial_Status__c']}]"
True,False,003Ps00000frjIfIAI,[]
True,False,003Ps00000frjIgIAI,[]
False,False,003Ps00000frjIhIAI,"[{'statusCode': 'FIELD_CUSTOM_VALIDATION_EXCEPTION', 'message': ""A Priest cannot be both Incardinated in a Diocese and a Professed Religious Institute.  If Priest is Religious, populate the 'Religious Congregation' field, and if they are Diocesan the 'Diocese of Incardination' field."", 'fields': []}]"
False,True,,"[{'statusCode': 'INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST', 'message': 'bad value for restricted picklist field: Priest - Extern', 'fields': ['mbfc__Ecclesial_Status__c']}]"
True,False,003Ps00000frjIiIAI,[]
True,False,003Ps00000frjvRIAQ,[]
True,False,003Ps00000frjvSIAQ,[]
True,False,003Ps00000frjvTIAQ,[]
True,False,003Ps00000frjvUIAQ,[]
True,False,003Ps00000frjvVIAQ,[]
True,False,003Ps00000frjvWIAQ,[]
True,False,003Ps00000frjvXIAQ,[]
True,False,003Ps00000frjvYIAQ,[]
True,False,003Ps00000frjvZIAQ,[]
True,False,003Ps00000frjvaIAA,[]
True,False,003Ps00000frjvbIAA,[]
True,False,003Ps00000frjvcIAA,[]
True,False,003Ps00000frjvdIAA,[]
True,False,003Ps00000frjveIAA,[]
True,False,003Ps00000frjvfIAA,[]
True,False,003Ps00000frjvgIAA,[]
True,False,003Ps00000frjvhIAA,[]
True,False,003Ps00000frjviIAA,[]
True,False,003Ps00000frjvjIAA,[]
False,True,,"[{'statusCode': 'INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST', 'message': 'bad value for restricted picklist field: Priest - Extern', 'fields': ['mbfc__Ecclesial_Status__c']}]"
True,False,003Ps00000frjvkIAA,[]
True,False,003Ps00000frjvlIAA,[]
True,False,003Ps00000frjvmIAA,[]
True,False,003Ps00000frjvnIAA,[]
False,True,,"[{'statusCode': 'INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST', 'message': 'bad value for restricted picklist field: Priest - Extern', 'fields': ['mbfc__Ecclesial_Status__c']}]"
True,False,003Ps00000frjvoIAA,[]
True,False,003Ps00000frjvpIAA,[]
True,False,003Ps00000frjvqIAA,[]
True,False,003Ps00000frjvrIAA,[]
True,False,003Ps00000frjvsIAA,[]
False,True,,"[{'statusCode': 'INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST', 'message': 'bad value for restricted picklist field: Priest - Extern', 'fields': ['mbfc__Ecclesial_Status__c']}]"
True,False,003Ps00000frjvtIAA,[]
False,False,003Ps00000frjvuIAA,"[{'statusCode': 'FIELD_CUSTOM_VALIDATION_EXCEPTION', 'message': ""A Priest cannot be both Incardinated in a Diocese and a Professed Religious Institute.  If Priest is Religious, populate the 'Religious Congregation' field, and if they are Diocesan the 'Diocese of Incardination' field."", 'fields': []}]"
True,False,003Ps00000frjvvIAA,[]
True,False,003Ps00000frjvwIAA,[]
True,False,003Ps00000frjvxIAA,[]
True,False,003Ps00000frjvyIAA,[]
False,True,,"[{'statusCode': 'INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST', 'message': 'bad value for restricted picklist field: Priest - Extern', 'fields': ['mbfc__Ecclesial_Status__c']}]"
True,False,003Ps00000frjvzIAA,[]
True,False,003Ps00000frjw0IAA,[]
True,False,003Ps00000frjw1IAA,[]
True,False,003Ps00000frjw2IAA,[]
True,False,003Ps00000frjw3IAA,[]
True,False,003Ps00000frjw4IAA,[]
True,False,003Ps00000frjw5IAA,[]
True,False,003Ps00000frjw6IAA,[]
True,False,003Ps00000frjw7IAA,[]
True,False,003Ps00000frjw8IAA,[]
False,False,003Ps00000frjw9IAA,"[{'statusCode': 'FIELD_CUSTOM_VALIDATION_EXCEPTION', 'message': ""A Priest cannot be both Incardinated in a Diocese and a Professed Religious Institute.  If Priest is Religious, populate the 'Religious Congregation' field, and if they are Diocesan the 'Diocese of Incardination' field."", 'fields': []}]"
True,False,003Ps00000frjwAIAQ,[]
False,False,003Ps00000frjwBIAQ,"[{'statusCode': 'FIELD_CUSTOM_VALIDATION_EXCEPTION', 'message': ""A Priest cannot be both Incardinated in a Diocese and a Professed Religious Institute.  If Priest is Religious, populate the 'Religious Congregation' field, and if they are Diocesan the 'Diocese of Incardination' field."", 'fields': []}]"
False,True,,"[{'statusCode': 'INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST', 'message': 'bad value for restricted picklist field: Priest - Extern', 'fields': ['mbfc__Ecclesial_Status__c']}]"
True,False,003Ps00000frjwCIAQ,[]
True,False,003Ps00000frjwDIAQ,[]
True,False,003Ps00000frjwEIAQ,[]
True,False,003Ps00000frjwFIAQ,[]
True,False,003Ps00000frjwGIAQ,[]
True,False,003Ps00000frjwHIAQ,[]
True,False,003Ps00000frjwIIAQ,[]
True,False,003Ps00000frjwJIAQ,[]
True,False,003Ps00000frjwKIAQ,[]
False,True,,"[{'statusCode': 'INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST', 'message': 'bad value for restricted picklist field: Priest - Extern', 'fields': ['mbfc__Ecclesial_Status__c']}]"
False,True,,"[{'statusCode': 'INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST', 'message': 'bad value for restricted picklist field: Priest - Extern', 'fields': ['mbfc__Ecclesial_Status__c']}]"
True,False,003Ps00000frjwLIAQ,[]
True,False,003Ps00000frjwMIAQ,[]
True,False,003Ps00000frjwNIAQ,[]
True,False,003Ps00000frjwOIAQ,[]
True,False,003Ps00000frjwPIAQ,[]
True,False,003Ps00000frjwQIAQ,[]
True,False,003Ps00000frjwRIAQ,[]
True,False,003Ps00000frjwSIAQ,[]
False,False,003Ps00000frjwTIAQ,"[{'statusCode': 'FIELD_CUSTOM_VALIDATION_EXCEPTION', 'message': ""A Priest cannot be both Incardinated in a Diocese and a Professed Religious Institute.  If Priest is Religious, populate the 'Religious Congregation' field, and if they are Diocesan the 'Diocese of Incardination' field."", 'fields': []}]"
False,True,,"[{'statusCode': 'INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST', 'message': 'bad value for restricted picklist field: Priest - Extern', 'fields': ['mbfc__Ecclesial_Status__c']}]"
True,False,003Ps00000frjwUIAQ,[]
True,False,003Ps00000frjwVIAQ,[]
False,True,,"[{'statusCode': 'INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST', 'message': 'bad value for restricted picklist field: Priest - Extern', 'fields': ['mbfc__Ecclesial_Status__c']}]"
True,False,003Ps00000frjwWIAQ,[]
True,False,003Ps00000frjwXIAQ,[]
True,False,003Ps00000frjwYIAQ,[]
True,False,003Ps00000frjwZIAQ,[]
False,True,,"[{'statusCode': 'INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST', 'message': 'bad value for restricted picklist field: Priest - Extern', 'fields': ['mbfc__Ecclesial_Status__c']}]"
True,False,003Ps00000frjwaIAA,[]
