success,created,id,errors
True,False,a1aPs00000A4gqvIAB,[]
True,False,a1aPs000009jsYCIAY,[]
True,False,a1aPs000009jsYDIAY,[]
True,False,a1aPs000009jsYEIAY,[]
True,False,a1aPs000009jsYFIAY,[]
True,False,a1aPs000009jsYGIAY,[]
True,False,a1aPs00000A4gqwIAB,[]
True,False,a1aPs00000A4gqxIAB,[]
True,False,a1aPs00000A4gqyIAB,[]
True,False,a1aPs00000A4gqzIAB,[]
True,False,a1aPs00000A4gr0IAB,[]
True,False,a1aPs00000A4gr1IAB,[]
True,True,a1aPs00000A9OVBIA3,[]
True,False,a1aPs000009jsYHIAY,[]
True,False,a1aPs000009jsYIIAY,[]
True,False,a1aPs000009jsYJIAY,[]
True,False,a1aPs000009jsYKIAY,[]
True,False,a1aPs000009jsYLIAY,[]
True,False,a1aPs00000A4gr2IAB,[]
True,False,a1aPs00000A4gr3IAB,[]
True,False,a1aPs00000A4gr4IAB,[]
True,False,a1aPs00000A4gr5IAB,[]
True,False,a1aPs00000A4gr6IAB,[]
True,False,a1aPs00000A4gr7IAB,[]
True,True,a1aPs00000A9OVCIA3,[]
True,False,a1aPs000009jsYMIAY,[]
True,False,a1aPs000009jsYNIAY,[]
True,False,a1aPs000009jsYOIAY,[]
True,False,a1aPs000009jsYPIAY,[]
True,False,a1aPs000009jsYQIAY,[]
True,False,a1aPs000009jsYRIAY,[]
True,False,a1aPs000009jsYSIAY,[]
True,False,a1aPs000009jsYTIAY,[]
True,False,a1aPs000009jsYUIAY,[]
True,False,a1aPs000009jsYVIAY,[]
True,False,a1aPs000009jsYWIAY,[]
True,False,a1aPs000009jsgbIAA,[]
True,False,a1aPs000009jsgcIAA,[]
True,False,a1aPs000009jsgdIAA,[]
True,True,a1aPs00000A9OVDIA3,[]
True,False,a1aPs00000A4gr8IAB,[]
True,False,a1aPs000009jsgeIAA,[]
True,False,a1aPs000009jsgfIAA,[]
True,False,a1aPs000009jsggIAA,[]
True,False,a1aPs000009jsghIAA,[]
True,False,a1aPs000009jsgiIAA,[]
True,True,a1aPs00000A9OVEIA3,[]
True,False,a1aPs00000A4gr9IAB,[]
True,False,a1aPs000009jsgjIAA,[]
True,False,a1aPs000009jsgkIAA,[]
True,False,a1aPs000009jsglIAA,[]
True,False,a1aPs000009jsgmIAA,[]
True,False,a1aPs000009jsgnIAA,[]
True,False,a1aPs000009jsgoIAA,[]
True,True,a1aPs00000A9OVFIA3,[]
True,False,a1aPs00000A4grAIAR,[]
True,False,a1aPs000009jsgpIAA,[]
True,False,a1aPs000009jsgqIAA,[]
True,False,a1aPs000009jsgrIAA,[]
True,False,a1aPs000009jsgsIAA,[]
True,False,a1aPs000009jsgtIAA,[]
True,False,a1aPs000009jsguIAA,[]
True,False,a1aPs000009jsgvIAA,[]
True,False,a1aPs000009jsgwIAA,[]
True,False,a1aPs000009jsgxIAA,[]
True,True,a1aPs00000A9OVGIA3,[]
True,False,a1aPs000009jsgyIAA,[]
True,False,a1aPs000009jsgzIAA,[]
True,False,a1aPs000009jsh0IAA,[]
True,False,a1aPs000009jsh1IAA,[]
True,False,a1aPs000009jsh2IAA,[]
True,False,a1aPs000009jsh3IAA,[]
True,True,a1aPs00000A9OVHIA3,[]
True,False,a1aPs000009jsh4IAA,[]
True,False,a1aPs000009jsh5IAA,[]
True,False,a1aPs000009jsh6IAA,[]
True,False,a1aPs000009jsh7IAA,[]
True,False,a1aPs000009jsh8IAA,[]
True,False,a1aPs00000A4grBIAR,[]
True,False,a1aPs000009jsh9IAA,[]
True,False,a1aPs000009jshAIAQ,[]
True,False,a1aPs000009jshBIAQ,[]
True,False,a1aPs000009jshCIAQ,[]
True,False,a1aPs000009jshDIAQ,[]
True,True,a1aPs00000A9OVIIA3,[]
True,False,a1aPs000009jshEIAQ,[]
True,False,a1aPs000009jshFIAQ,[]
True,False,a1aPs00000A4grCIAR,[]
True,False,a1aPs000009jshGIAQ,[]
True,False,a1aPs000009jshHIAQ,[]
True,False,a1aPs00000A4grDIAR,[]
True,False,a1aPs000009jshIIAQ,[]
True,False,a1aPs00000A4grEIAR,[]
True,False,a1aPs000009jshJIAQ,[]
True,False,a1aPs000009jshKIAQ,[]
True,False,a1aPs000009jshLIAQ,[]
True,False,a1aPs000009jshMIAQ,[]
True,False,a1aPs000009jshNIAQ,[]
True,False,a1aPs000009jshOIAQ,[]
True,False,a1aPs000009jshPIAQ,[]
True,False,a1aPs000009jshQIAQ,[]
True,False,a1aPs000009jshRIAQ,[]
True,False,a1aPs00000A4grFIAR,[]
True,False,a1aPs000009jshSIAQ,[]
True,False,a1aPs000009jshTIAQ,[]
True,False,a1aPs000009jshUIAQ,[]
True,False,a1aPs000009jshVIAQ,[]
True,False,a1aPs000009jshWIAQ,[]
True,False,a1aPs000009jsbfIAA,[]
True,False,a1aPs000009jsbgIAA,[]
True,False,a1aPs00000A4gseIAB,[]
False,True,,"[{'statusCode': 'FIELD_FILTER_VALIDATION_EXCEPTION', 'message': ""Select a Matrimonial Wife that has no husband already, or Contact is already her husband.  Reviewing the wife's existing Husband can help."", 'fields': ['mbfc__Matrimonial_Wife__c']}]"
True,False,a1aPs000009jsbhIAA,[]
True,False,a1aPs000009jsbiIAA,[]
True,False,a1aPs000009jsbjIAA,[]
True,False,a1aPs000009jsbkIAA,[]
True,False,a1aPs000009jsn3IAA,[]
True,False,a1aPs000009jsn4IAA,[]
True,True,a1aPs00000A9OgcIAF,[]
True,False,a1aPs000009jsn5IAA,[]
True,False,a1aPs000009jsn6IAA,[]
True,False,a1aPs000009jsn7IAA,[]
True,False,a1aPs000009jsn8IAA,[]
True,False,a1aPs000009jsn9IAA,[]
True,False,a1aPs000009jsnAIAQ,[]
True,False,a1aPs000009jsnBIAQ,[]
True,False,a1aPs000009jsnCIAQ,[]
True,False,a1aPs000009jsnDIAQ,[]
True,False,a1aPs000009jsnEIAQ,[]
True,False,a1aPs000009jsnFIAQ,[]
True,False,a1aPs000009jsnGIAQ,[]
True,False,a1aPs000009jsnHIAQ,[]
True,True,a1aPs00000A9OgdIAF,[]
True,False,a1aPs000009jsnIIAQ,[]
True,False,a1aPs000009jsnJIAQ,[]
True,False,a1aPs000009jsnKIAQ,[]
True,True,a1aPs00000A9OgeIAF,[]
True,False,a1aPs00000A4gsfIAB,[]
True,False,a1aPs000009jsnLIAQ,[]
True,False,a1aPs000009jsnMIAQ,[]
True,False,a1aPs000009jsnNIAQ,[]
True,False,a1aPs000009jsnOIAQ,[]
True,False,a1aPs000009jsnPIAQ,[]
True,False,a1aPs000009jsnQIAQ,[]
True,False,a1aPs000009jsnRIAQ,[]
True,False,a1aPs000009jsnSIAQ,[]
True,False,a1aPs000009jsnTIAQ,[]
True,False,a1aPs000009jsnUIAQ,[]
True,False,a1aPs000009jsnVIAQ,[]
True,False,a1aPs000009jsnWIAQ,[]
True,False,a1aPs00000A4gsgIAB,[]
True,False,a1aPs000009jsnXIAQ,[]
True,False,a1aPs000009jsnYIAQ,[]
True,False,a1aPs000009jsnZIAQ,[]
True,False,a1aPs000009jsnaIAA,[]
True,False,a1aPs000009jsnbIAA,[]
True,False,a1aPs000009jsncIAA,[]
True,False,a1aPs000009jsndIAA,[]
True,False,a1aPs000009jsneIAA,[]
True,True,a1aPs00000A9OgfIAF,[]
True,False,a1aPs000009jsnfIAA,[]
True,False,a1aPs000009jsngIAA,[]
True,False,a1aPs000009jsnhIAA,[]
True,False,a1aPs000009jsniIAA,[]
True,False,a1aPs000009jsnjIAA,[]
True,False,a1aPs000009jsnkIAA,[]
True,False,a1aPs000009jsnlIAA,[]
True,False,a1aPs000009jsnmIAA,[]
True,True,a1aPs00000A9OggIAF,[]
True,False,a1aPs000009jsnnIAA,[]
True,False,a1aPs000009jsnoIAA,[]
True,False,a1aPs000009jsnpIAA,[]
True,False,a1aPs000009jsnqIAA,[]
True,False,a1aPs000009jsnrIAA,[]
True,False,a1aPs000009jsnsIAA,[]
True,False,a1aPs000009jsntIAA,[]
True,False,a1aPs000009jsnuIAA,[]
True,False,a1aPs000009jsnvIAA,[]
True,False,a1aPs000009jsnwIAA,[]
True,True,a1aPs00000A9OghIAF,[]
True,False,a1aPs000009jsnxIAA,[]
True,False,a1aPs000009jsnyIAA,[]
True,False,a1aPs000009jsnzIAA,[]
True,False,a1aPs000009jso0IAA,[]
True,False,a1aPs000009jso1IAA,[]
True,False,a1aPs000009jso2IAA,[]
True,False,a1aPs000009jso3IAA,[]
True,False,a1aPs000009jso4IAA,[]
True,False,a1aPs000009jso5IAA,[]
True,False,a1aPs000009jso6IAA,[]
True,True,a1aPs00000A9OgiIAF,[]
True,False,a1aPs00000A4gshIAB,[]
True,False,a1aPs00000A4gsiIAB,[]
True,False,a1aPs00000A4gsjIAB,[]
True,True,a1aPs00000A9OgjIAF,[]
True,False,a1aPs000009jso7IAA,[]
True,False,a1aPs000009jso8IAA,[]
True,False,a1aPs000009jso9IAA,[]
True,False,a1aPs000009jsoAIAQ,[]
True,False,a1aPs000009jsoBIAQ,[]
True,False,a1aPs000009jsoCIAQ,[]
True,False,a1aPs000009jsoDIAQ,[]
True,False,a1aPs000009jsoEIAQ,[]
True,False,a1aPs000009jsoFIAQ,[]
True,False,a1aPs000009jsoGIAQ,[]
True,False,a1aPs000009jsoHIAQ,[]
True,False,a1aPs000009jsoIIAQ,[]
True,False,a1aPs000009jsoJIAQ,[]
True,False,a1aPs000009jsoKIAQ,[]
